main_text,subtext
Bell Pepper Hybrid lkansasljkanslggnlanlasnkgasg,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Bell Pepper Hybrid,'Golden Star F1'
Moldavian Dragonhead Balm,Dracocephalum moldavica
Moldavian Dragonhead Balm,Dracocephalum moldavica
Redleaf Amaranth,Amaranthus cruentus
Redleaf Amaranth,Amaranthus cruentus
Red-Leaf Amaranth,Amaranthus cruentus
Red-Leaf Amaranth,Amaranthus cruentus
Red-leaf Amaranth,Amaranthus cruentus
Red-leaf Amaranth,Amaranthus cruentus
Red-leaf Amaranth,Amaranthus cruentus
Red-leaf Amaranth,Amaranthus cruentus
Cape Gooseberry,Physalis peruviana
Cape Gooseberry,Physalis peruviana
"Ambrette, Muskh Dana",Abelmoschus moschatus
"Ambrette, Muskh Dana",Abelmoschus moschatus
Ambrette (Muskh Dana),Abelmoschus moschatus
Ambrette (Muskh Dana),Abelmoschus moschatus
Strawberry Groundcherry,Physalis pruinosa 'Aunt Molly'
Strawberry Groundcherry,Physalis pruinosa 'Aunt Molly'
Red Malabar Spinach,Basella alba
Red Malabar Spinach,Basella alba
Red Malabar Spinach,Basella alba
Red Malabar Spinach,Basella alba
Red Malabar Spinach,Basella alba
Red Malabar Spinach,Basella alba
Red Malabar Spinach,Basella alba
Red Malabar Spinach,Basella alba
Red Malabar Spinach,Basella alba
Red Malabar Spinach,Basella alba
Red Malabar Spinach,Basella alba
Red Malabar Spinach,test,Basella alba
Red Malabar Spinach,test,Basella alba
Red Malabar Spinach,'',Basella alba
Red Malabar Spinach,'',Basella alba
Red Malabar Spinach,Test Cultivar,Basella alba
Red Malabar Spinach,Test Cultivar,Basella alba
Red Malabar Spinach,Test Cultivar,Basella alba
Red Malabar Spinach,Test Cultivar,Basella alba
Eggplant,'Nagaoka Kinchaku',Basella alba
Eggplant,'Nagaoka Kinchaku',Basella alba
Eggplant,'Nagaoka Kinchaku',Basella alba
Eggplant,'Nagaoka Kinchaku',Basella alba
Eggplant,Nagaoka Kinchaku,Basella alba
Eggplant,Nagaoka Kinchaku,Basella alba
Eggplant,Nagaoka Kinchaku,Basella alba
Eggplant,Nagaoka Kinchaku,Basella alba
Eggplant,Nagaoka Kinchaku,Basella alba
Eggplant,Nagaoka Kinchaku,Basella alba
Eggplant,Nagaoka Kinchaku',Basella alba
Eggplant,Nagaoka Kinchaku',Basella alba
Eggplant,Nagaoka Kinchaku,Basella alba
Eggplant,Nagaoka Kinchaku,Basella alba
Eggplant,Nagaoka Kinchaku,Wide Japanese eggplant
Eggplant,Nagaoka Kinchaku,Wide Japanese eggplant
Eggplant,Nagaoka Kinchaku,Squat Japanese eggplant
Eggplant,Nagaoka Kinchaku,Squat Japanese eggplant
Eggplant,Nagaoka Kinchaku,Wide Japanese eggplant
Eggplant,Nagaoka Kinchaku,Wide Japanese eggplant
Eggplant,Long Purple,"8""-10"" long"
Eggplant,Long Purple,"8""-10"" long"
Eggplant,Long Purple,"8""-10"", firm"
Eggplant,Long Purple,"8""-10"", firm"
Eggplant,Long Purple,"8""-10"", firm"
Eggplant,Long Purple,"8""-10"", firm"
Hybrid Eggplant,Midnight Moon,"Pear-shaped, squat"
Hybrid Eggplant,Midnight Moon,"Pear-shaped, squat"
Hybrid Eggplant,Midnight Moon,"Pear-shaped, squat, dark"
Hybrid Eggplant,Midnight Moon,"Pear-shaped, squat, dark"
Eggplant,Little Fingers,Snack-sized purple bunches
Eggplant,Little Fingers,Snack-sized purple bunches
Eggplant,Little Fingers,Snack-sized bunches
Eggplant,Little Fingers,Snack-sized bunches
Basil,'Persian',Also known as Reyhan
Basil,'Persian',Also known as Reyhan
Basil 'Persian', ,Also known as Reyhan
Basil 'Persian', ,Also known as Reyhan
Basil 'Persian', ,Also known as Reyhan
Basil 'Persian', ,Also known as Reyhan
Basil 'Persian', ,Known in Persia as Reyhan
Basil 'Persian', ,Known in Persia as Reyhan
Basil 'Persian', ,Known in Persia as Reyhan
Basil 'Persian', ,Known in Persia as Reyhan
Basil 'Persian', ,Known in Persia as Reyhan
Basil 'Persian', ,Known in Persia as Reyhan
Sweet Pepper,Ajvarski,"red yellow or green, always sweet"
Sweet Pepper,Ajvarski,"red yellow or green, always sweet"
Sweet Pepper,Ajvarski,"Red yellow or green, always sweet"
Sweet Pepper,Ajvarski,"Red yellow or green, always sweet"
Bell Pepper,Purple Beauty,Deep purple and crisp
Bell Pepper,Purple Beauty,Deep purple and crisp
Bell Pepper,Purple Beauty,Deep purple and crisp
Bell Pepper,Purple Beauty,Deep purple and crisp
Tomato,Costoluto,Heavily-lobed Italian Heirloom
Tomato,Costoluto,Heavily-lobed Italian Heirloom
Tomato,Costoluto,Heavily-lobed Italian Heirloom
Tomato,Costoluto,Heavily-lobed Italian Heirloom
Tomato,Costoluto,Heavily-lobed Italian Heirloom
Tomato,Costoluto,Heavily-lobed Italian Heirloom
Tomato,Costoluto Genovese,Heavily-lobed Italian Heirloom
Tomato,Costoluto Genovese,Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Heavily-lobed Italian Heirloom
Tomato Hybrid,'Sungold',Bright yellow cherry tomato
Tomato Hybrid,'Sungold',Bright yellow cherry tomato
Tomato Hybrid,'Sungold',Bright yellow cherry tomato
Tomato Hybrid,'Sungold',Bright yellow cherry tomato
Muskmallow, ,Malva moschata
Muskmallow, ,Malva moschata
Muskmallow, ,Malva moschata
Muskmallow, ,Malva moschata
Muskmallow, ,Malva moschata 'Mushk Dana'
Muskmallow, ,Malva moschata 'Mushk Dana'
"Ambrette, Muskmallow", ,Abelmoschus moschatus 'Mushk Dana'
"Ambrette, Muskmallow", ,Abelmoschus moschatus 'Mushk Dana'
Ambrette Plant, ,Abelmoschus moschatus 'Mushk Dana'
Ambrette Plant, ,Abelmoschus moschatus 'Mushk Dana'
Ambrette Plant, ,Abelmoschus moschatus 'Mushk Dana'
Ambrette Plant, ,Abelmoschus moschatus 'Mushk Dana'
Ambrette (Muskh Dana)b,b,c
Ambrette (Muskh Dana)b,b,c
"1!@!^!^@#^!!''""""``",b,c
"1!@!^!^@#^!!''""""``",b,c
"1!@!^!^@#^!!''""""``",b,c
"1!@!^!^@#^!!''""""``",b,c
"1!@!^!^@#^!!''""""``",b,c
"1!@!^!^@#^!!''""""``",b,c
"1!@!^!^@#^!!''""""``",b,c
"1!@!^!^@#^!!''""""``",b,c
"1!@!^!^@#^!!''""""``",b,c
a,b,c
a,b,c
aa,bb,cc
aa,bb,cc
Tomato,'Orange Roma',"Firm, sweet, orange roma tomatoes"
Tomato,'Orange Roma',"Firm, sweet, orange roma tomatoes"
Tomato,'Orange Roma',"Firm, sweet, tomatoes"
Tomato,'Orange Roma',"Firm, sweet, tomatoes"
Tomato,'Orange Roma',Roma type
Tomato,'Orange Roma',Roma type
Tomato,'Orange Roma',Roma type
Tomato,'Orange Roma',Roma type
Tomato,'Orange Roma',"Sweet, firm roma"
Tomato,'Orange Roma',"Sweet, firm roma"
Tomato,'Orange Roma',"Sweet, firm roma tomatoes"
Tomato,'Orange Roma',"Sweet, firm roma tomatoes"
Tomato,'Orange Roma',"Sweet, firm, roma tomatoes"
Tomato,'Orange Roma',"Sweet, firm, roma tomatoes"
Tomato,'Orange Roma',"Sweet, firm, roma tomatoes"
Tomato,'Orange Roma',"Sweet, firm, roma tomatoes"
Tomato,'Orange Roma',"Sweet, firm, roma tomatoes"
Tomato,'Orange Roma',"Sweet, firm, roma tomatoes"
Tomato,'Orange Roma',"Sweet, firm, roma tomatoes"
Tomato,'Orange Roma',"Sweet, firm, roma tomatoes"
Tomato,'Orange Roma',"Sweet, firm, roma tomatoes"
Tomato,'Orange Roma',"Sweet, firm, roma tomatoes"
Tomato,'Hartman's Yellow Gooseberry',Bright yellow bunches of cherry tomatoes
Tomato,'Hartman's Yellow Gooseberry',Bright yellow bunches of cherry tomatoes
Tomato,'Hartman's Yellow Gooseberry',Bite-sized bright yellow bunches
Tomato,'Hartman's Yellow Gooseberry',Bite-sized bright yellow bunches
Tomato,'Hartman's Yellow Gooseberry',Bright yellow cherry-type bunches
Tomato,'Hartman's Yellow Gooseberry',Bright yellow cherry-type bunches
Tomato,'Indigo Blue Chocolate',"Red-and-brown, smoky flavor"
Tomato,'Indigo Blue Chocolate',"Red-and-brown, smoky flavor"
Tomato,'Hungarian Heart',Heart-shaped beefsteaks
Tomato,'Hungarian Heart',Heart-shaped beefsteaks
Tomato,'Bread and Salt',Heart-shaped beefsteaks
Tomato,'Bread and Salt',Heart-shaped beefsteaks
Tomato,'Bread and Salt',Oxheart beefsteak
Tomato,'Bread and Salt',Oxheart beefsteak
Tomato,'Bread and Salt',Red oxheart beefsteak
Tomato,'Bread and Salt',Red oxheart beefsteak
Tomato,'San Marzano',Extra-long plum tomatoes
Tomato,'San Marzano',Extra-long plum tomatoes
Tomato,'Midnight Pear Cherry',"Brown, bite-sized, and pear-shaped"
Tomato,'Midnight Pear Cherry',"Brown, bite-sized, and pear-shaped"
"Tomato, heirloom",'Ace 55',Heirloom bush tomato
"Tomato, heirloom",'Ace 55',Heirloom bush tomato
Tomato,'Ace 55',Heirloom bush tomato
Tomato,'Ace 55',Heirloom bush tomato
Basil,'Sweet', 
Basil,'Sweet', 
Basil 'Sweet', , 
Basil 'Sweet', , 
Basil 'Sweet', , Classic sweet basil
Basil 'Sweet', , Classic sweet basil
Basil 'Italian Pesto', ,Great for sauces!
Basil 'Italian Pesto', ,Great for sauces!
Tomato,'Orange Icicle',Heirloom plum tomato
Tomato,'Orange Icicle',Heirloom plum tomato
"Tomato, heirloom",'Orange Icicle',Bright orange plum tomato
"Tomato, heirloom",'Orange Icicle',Bright orange plum tomato
"Tomatillo, heirloom",'Purple',Great in salsa
"Tomatillo, heirloom",'Purple',Great in salsa
"Tomatillo, heirloom",'Purple',For tangy purple salsa
"Tomatillo, heirloom",'Purple',For tangy purple salsa
"Tomatillo, heirloom",'Chupon de Malinalco',Bright yellow
Tomatillo,'Chupon de Malinalco',Bright yellow
Tomatillo,'Chupon de Malinalco',Bright yellow
Tomatillo,'Chupon de Malinalco',Bright yellow color
Tomatillo,'Chupon de Malinalco',Bright yellow color
"Tomato, hybrid",'Gum Drop Brown' F1,Bright yellow color
"Tomato, hybrid",'Gum Drop Brown' F1,Bright yellow color
"Tomato, hybrid",'Gum Drop Brown' F1,Cherry tomato with red and brown streaks
"Tomato, hybrid",'Gum Drop Brown' F1,Cherry tomato with red and brown streaks
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, hybrid",'Gum Drop Brown' F1,"Cherry type, red and brown streaks"
"Tomato, plum type",'Brad's Atomic Grape',"Multicolored, iridescent"
"Tomato, plum type",'Brad's Atomic Grape',"Multicolored, iridescent"
"Tomato, plum-type",'Brad's Atomic Grape',"Multicolored, iridescent"
"Tomato, plum-type",'Brad's Atomic Grape',"Multicolored, iridescent"
"Tomato, plum-type",'Brad's Atomic Grape',"Multicolored, iridescent"
"Tomato, plum-type",'Brad's Atomic Grape',"Multicolored, iridescent"
Cherry Tomato,'Barry's Crazy Cherry',"Multicolored, iridescent"
Cherry Tomato,'Barry's Crazy Cherry',"Multicolored, iridescent"
Cherry Tomato,'Barry's Crazy Cherry',"Dense, yellow bunches"
Cherry Tomato,'Barry's Crazy Cherry',"Dense, yellow bunches"
Cherry Tomato,'Barry's Crazy Cherry',Dense yellow bunches
Cherry Tomato,'Barry's Crazy Cherry',Dense yellow bunches
Cherry Tomato,'Barry's Crazy Cherry',Dense yellow bunches
Cherry Tomato,'Barry's Crazy Cherry',Dense yellow bunches
Cherry Tomato,'Barry's Crazy Cherry',Dense yellow bunches
Cherry Tomato,'Barry's Crazy Cherry',Dense yellow bunches
Cherry Tomato,'Barry's Crazy Cherry',Dense yellow bunches
Cherry Tomato,'Barry's Crazy Cherry',Dense yellow bunches
Cherry Tomato,'Barry's Crazy Cherry',Dense yellow bunches
Cherry Tomato,'Barry's Crazy Cherry',Dense yellow bunches
Plum Tomato,'Prarie Fire',"Sweet, orange-streaked"
Plum Tomato,'Prarie Fire',"Sweet, orange-streaked"
Plum Tomato,'Prarie Fire',"Sweet, orange-streaked"
Plum Tomato,'Prarie Fire',"Sweet, orange-streaked"
Plum Tomato,'Prarie Fire',"Sweet, orange-streaked"
Plum Tomato,'Prarie Fire',"Sweet, orange-streaked"
Plum Tomato,'Prarie Fire',"Sweet, orange-streaked"
Plum Tomato,'Prarie Fire',"Sweet, orange-streaked"
Plum Tomato,'Prarie Fire',"Sweet, orange-streaked"
Plum Tomato,'Prarie Fire',"Sweet, orange-streaked"
Plum Tomato,'Prarie Fire',"Sweet, orange-streaked"
Plum Tomato,'Prairie Fire',"Sweet, orange-streaked"
Plum Tomato,'Prairie Fire',"Sweet, orange-streaked"
Plum Tomato,'Prairie Fire',"Sweet, orange-streaked"
Plum Tomato,'Prairie Fire',"Sweet, orange-streaked"
Plum Tomato,'Prairie Fire',"Sweet, orange-streaked"
Plum Tomato,'Prairie Fire',"Sweet, orange-streaked"
Beefsteak Tomato,'Big Rainbow',Yellow-streaked beefsteak
Beefsteak Tomato,'Big Rainbow',Yellow-streaked beefsteak
Beefsteak Tomato,'Big Rainbow',Yellow-streaked beefsteak
Beefsteak Tomato,'Big Rainbow',Yellow-streaked beefsteak
Beefsteak Tomato,'Big Rainbow',Yellow-streaked beefsteak
Beefsteak Tomato,'Big Rainbow',Yellow-streaked beefsteak
Black Cherry Tomato,'Black Cherry',Sweet black cherry flavor
Black Cherry Tomato,'Black Cherry',Sweet black cherry flavor
Black Cherry Tomato,'Black Cherry',Sweet black cherry flavor
Black Cherry Tomato,'Black Cherry',Sweet black cherry flavor
Basil,'Lettuce Leaf',Large sweet leaves
Basil,'Lettuce Leaf',Large sweet leaves
Basil 'Lettuce Leaf', ,Large sweet leaves
Basil 'Lettuce Leaf', ,Large sweet leaves
Basil 'Lettuce Leaf', ,Large sweet leaves
Basil 'Lettuce Leaf', ,Large sweet leaves
Basil 'Lettuce Leaf', ,Large sweet leaves
Basil 'Lettuce Leaf', ,Large sweet leaves
Basil 'Chinese Sweet', ,Sweet lemony flavor
Basil 'Chinese Sweet', ,Sweet lemony flavor
Basil 'Profumo di Genova', ,"Clean, bright flavor"
Basil 'Profumo di Genova', ,"Clean, bright flavor"
Basil 'Profumo di Genova', ,"Clean, bright flavor"
Basil 'Profumo di Genova', ,"Clean, bright flavor"
Basil 'Italian Sweet', ,"Clean, bright flavor"
Basil 'Italian Sweet', ,"Clean, bright flavor"
Basil 'Italian Sweet', ,Great for sauces
Basil 'Italian Sweet', ,Great for sauces
Basil 'Italian Sweet', ,Great for sauces
Basil 'Italian Sweet', ,Great for sauces
Basil 'Italian Sweet', ,Great for sauces
Basil 'Italian Sweet', ,Great for sauces
Basil 'Italian Sweet', ,Great for sauces
Basil 'Italian Sweet', ,Great for sauces
Basil 'Thai Holy Kaprao', ,Robust peppery taste
Basil 'Thai Holy Kaprao', ,Robust peppery taste
Mixed-shade Bluemink, ,Ageratum houstonianum 'Mixed Color'
Mixed-shade Bluemink, ,Ageratum houstonianum 'Mixed Color'
Mixed-shade Bluemink, ,Ageratum houstonianum 'Mixed Color'
Mixed-shade Bluemink, ,Ageratum houstonianum 'Mixed Color'
"Tomato, cherry-type",'Indigo Rose',Dark purple cherry tomato
"Tomato, cherry-type",'Indigo Rose',Dark purple cherry tomato
"Tomato, cherry-type",'Indigo Rose',Dark purple cherry tomato
"Tomato, cherry-type",'Indigo Rose',Dark purple cherry tomato
"Tomato, cherry-type",'Indigo Rose',Dark purple cherry tomato
"Tomato, cherry-type",'Indigo Rose',Dark purple cherry tomato
"Tomato, cherry-type",'Indigo Rose',Dark purple cherry tomato
"Tomato, cherry-type",'Indigo Rose',Dark purple cherry tomato
"Tomato, cherry-type",'Indigo Rose',Dark purple cherry tomato
"Tomato, cherry-type",'Indigo Rose',Dark purple cherry tomato
"Tomato, cherry-type",'Indigo Rose',Dark purple cherry tomato
"Tomato, cherry-type",'Indigo Rose',Dark purple cherry tomato
Basil 'Greek Dwarf', ,"Small leaves, savory flavor"
Basil 'Greek Dwarf', ,"Small leaves, savory flavor"
Basil 'Thai Sweet', ,Sweet and spicy
Basil 'Thai Sweet', ,Sweet and spicy
Basil 'Genovese', ,Perfect for pesto
Basil 'Genovese', ,Perfect for pesto
Basil 'Genovese', ,Perfect for pesto and sauces
Basil 'Genovese', ,Perfect for pesto and sauces
Basil 'Genovese', ,Perfect for pesto and sauces
Basil 'Genovese', ,Perfect for pesto and sauces
"Tomato, grape-type",'Glacier',"Semi-determinate, early-growing"
"Tomato, grape-type",'Glacier',"Semi-determinate, early-growing"
"Tomato, grape-type",'Glacier',"Semi-determinate, early-growing"
"Tomato, grape-type",'Glacier',"Semi-determinate, early-growing"
"Tomato, grape-type",'Glacier',"Semi-determinate, early-growing"
"Tomato, grape-type",'Glacier',"Semi-determinate, early-growing"
"Tomato, grape-type",'Glacier',"Semi-determinate, early-growing"
"Tomato, grape-type",'Glacier',"Semi-determinate, early-growing"
"Tomato, grape-type",'Glacier',"Semi-determinate, early-growing"
"Tomato, grape-type",'Glacier',"Semi-determinate, early-growing"
"Tomato, grape-type",'Glacier',"Semi-determinate, early-growing"
"Tomato, grape-type",'Glacier',"Semi-determinate, early-growing"
